value,datetime,datetime_utc,tz_time,geo_id,geo_name
30764.0,2018-09-03T08:20:00.000+02:00,2018-09-03T06:20:00Z,2018-09-03T06:20:00.000Z,8741,Península
31133.0,2018-09-03T08:30:00.000+02:00,2018-09-03T06:30:00Z,2018-09-03T06:30:00.000Z,8741,Península
31538.0,2018-09-03T08:40:00.000+02:00,2018-09-03T06:40:00Z,2018-09-03T06:40:00.000Z,8741,Península
31694.0,2018-09-03T08:50:00.000+02:00,2018-09-03T06:50:00Z,2018-09-03T06:50:00.000Z,8741,Península
31990.0,2018-09-03T09:00:00.000+02:00,2018-09-03T07:00:00Z,2018-09-03T07:00:00.000Z,8741,Península
32827.0,2018-09-03T09:10:00.000+02:00,2018-09-03T07:10:00Z,2018-09-03T07:10:00.000Z,8741,Península
32982.0,2018-09-03T09:20:00.000+02:00,2018-09-03T07:20:00Z,2018-09-03T07:20:00.000Z,8741,Península
33125.0,2018-09-03T09:30:00.000+02:00,2018-09-03T07:30:00Z,2018-09-03T07:30:00.000Z,8741,Península
33333.0,2018-09-03T09:40:00.000+02:00,2018-09-03T07:40:00Z,2018-09-03T07:40:00.000Z,8741,Península
33776.0,2018-09-03T09:50:00.000+02:00,2018-09-03T07:50:00Z,2018-09-03T07:50:00.000Z,8741,Península
33982.0,2018-09-03T10:00:00.000+02:00,2018-09-03T08:00:00Z,2018-09-03T08:00:00.000Z,8741,Península
34358.0,2018-09-03T10:10:00.000+02:00,2018-09-03T08:10:00Z,2018-09-03T08:10:00.000Z,8741,Península
34516.0,2018-09-03T10:20:00.000+02:00,2018-09-03T08:20:00Z,2018-09-03T08:20:00.000Z,8741,Península
34594.0,2018-09-03T10:30:00.000+02:00,2018-09-03T08:30:00Z,2018-09-03T08:30:00.000Z,8741,Península
34890.0,2018-09-03T10:40:00.000+02:00,2018-09-03T08:40:00Z,2018-09-03T08:40:00.000Z,8741,Península
35070.0,2018-09-03T10:50:00.000+02:00,2018-09-03T08:50:00Z,2018-09-03T08:50:00.000Z,8741,Península
34609.0,2018-09-03T11:00:00.000+02:00,2018-09-03T09:00:00Z,2018-09-03T09:00:00.000Z,8741,Península
34741.0,2018-09-03T11:10:00.000+02:00,2018-09-03T09:10:00Z,2018-09-03T09:10:00.000Z,8741,Península
34918.0,2018-09-03T11:20:00.000+02:00,2018-09-03T09:20:00Z,2018-09-03T09:20:00.000Z,8741,Península
35060.0,2018-09-03T11:30:00.000+02:00,2018-09-03T09:30:00Z,2018-09-03T09:30:00.000Z,8741,Península
35249.0,2018-09-03T11:40:00.000+02:00,2018-09-03T09:40:00Z,2018-09-03T09:40:00.000Z,8741,Península
35193.0,2018-09-03T11:50:00.000+02:00,2018-09-03T09:50:00Z,2018-09-03T09:50:00.000Z,8741,Península
35325.0,2018-09-03T12:00:00.000+02:00,2018-09-03T10:00:00Z,2018-09-03T10:00:00.000Z,8741,Península
35623.0,2018-09-03T12:10:00.000+02:00,2018-09-03T10:10:00Z,2018-09-03T10:10:00.000Z,8741,Península
35713.0,2018-09-03T12:20:00.000+02:00,2018-09-03T10:20:00Z,2018-09-03T10:20:00.000Z,8741,Península
36199.0,2018-09-03T12:30:00.000+02:00,2018-09-03T10:30:00Z,2018-09-03T10:30:00.000Z,8741,Península
36388.0,2018-09-03T12:40:00.000+02:00,2018-09-03T10:40:00Z,2018-09-03T10:40:00.000Z,8741,Península
36546.0,2018-09-03T12:50:00.000+02:00,2018-09-03T10:50:00Z,2018-09-03T10:50:00.000Z,8741,Península
36574.0,2018-09-03T13:00:00.000+02:00,2018-09-03T11:00:00Z,2018-09-03T11:00:00.000Z,8741,Península
